ID,down,initial,up,YY,YN,NY,NN,NNY,NNN,No,Yes,income,male,age,c_water,I_P_water,I_P_sw_water,Clean_water,Se_service,I_sw_water,Smell,F_sw_water,I_sw_water,N_sw_water,E_health,E_water,E_ecosystem,E_smell,P_sw_water,P_water
2204,3500,7000,14000,1,0,0,0,0,0,0,1,240,1,41,4,4,4,4,3,1.166666667,4,4,3,5,4,4,3,4,4,1
2205,6000,12000,24000,1,0,0,0,0,0,0,1,270,0,52,4,4,4,5,4,2,4,3,3,5,4,4,4,5,1,0
2206,12500,25000,50000,0,0,0,1,0,1,1,0,390,0,40,3,3,3,3,3,1.333333333,3,2,3,3,3,4,3,3,3,0
2207,3500,7000,14000,0,0,0,1,0,1,1,0,390,1,39,3,4,3,3,4,1.333333333,3,3,3,3,4,3,3,4,3,0
2208,22500,45000,90000,0,0,1,0,0,0,1,0,450,0,43,4,4,4,4,3,2,4,3,4,4,3,3,3,4,3,0
2209,12500,25000,50000,0,0,0,1,0,1,1,0,500,0,56,5,5,5,5,5,1.833333333,1,4,5,5,5,5,5,5,3,0
2210,22500,45000,90000,0,1,0,0,0,0,0,1,480,0,56,5,4,4,4,4,1,4,4,4,4,4,5,3,4,4,0
2211,22500,45000,90000,0,0,0,1,1,0,1,0,300,1,44,4,4,3,4,3,2,3,3,4,4,4,4,4,4,3,1
2212,12500,25000,50000,0,1,0,0,0,0,0,1,290,1,34,3,3,4,3,3,1.666666667,3,3,3,3,3,4,3,3,3,0
2213,12500,25000,50000,1,0,0,0,0,0,0,1,350,1,46,4,5,5,5,5,1.5,4,3,4,5,4,4,3,4,4,0
2214,12500,25000,50000,1,0,0,0,0,0,0,1,350,0,36,4,4,3,4,5,1.333333333,4,4,4,4,4,3,4,3,4,1
2215,3500,7000,14000,1,0,0,0,0,0,0,1,600,0,41,4,4,4,5,4,1.666666667,3,4,4,4,4,5,4,4,3,0
2216,3500,7000,14000,0,0,0,1,0,1,1,0,650,0,46,4,4,3,5,4,1,3,3,3,4,3,4,4,3,4,0
2217,22500,45000,90000,0,0,0,1,1,0,1,0,180,1,25,4,4,4,5,5,1.5,2,4,3,5,4,4,5,5,4,1
2218,3500,7000,14000,1,0,0,0,0,0,0,1,800,0,53,3,3,3,5,4,2,3,3,3,3,4,4,4,4,3,0
2219,12500,25000,50000,0,0,0,1,0,1,1,0,800,0,44,4,3,4,3,4,1.833333333,4,3,4,4,4,4,4,4,4,0
2220,12500,25000,50000,0,0,0,1,0,1,1,0,330,1,38,4,3,3,5,4,1.5,4,4,3,4,4,4,4,4,3,0
2221,12500,25000,50000,0,0,0,1,1,0,1,0,520,1,29,5,4,5,5,4,1.666666667,4,2,4,4,4,5,4,4,4,0
2222,40000,80000,160000,0,1,0,0,0,0,0,1,800,0,51,4,5,5,5,5,1.5,3,4,3,5,5,5,5,5,5,0
2223,22500,45000,90000,0,1,0,0,0,0,0,1,450,1,53,5,5,3,4,2,1.333333333,4,4,4,5,2,5,4,5,2,1
2224,22500,45000,90000,0,1,0,0,0,0,0,1,570,0,47,3,3,3,3,3,2,2,4,3,4,3,3,3,3,3,0
2225,6000,12000,24000,0,1,0,0,0,0,0,1,470,1,40,4,4,4,3,3,1.333333333,4,4,4,4,4,3,4,5,4,1
2226,3500,7000,14000,1,0,0,0,0,0,0,1,300,0,45,4,4,4,5,4,1.333333333,1,4,3,5,3,4,4,4,3,0
2227,40000,80000,160000,0,0,0,1,0,1,1,0,650,1,48,5,4,3,4,3,1,4,3,3,3,3,3,3,4,2,0
2228,3500,7000,14000,1,0,0,0,0,0,0,1,670,1,27,4,4,4,4,3,1.5,3,4,4,4,3,3,4,4,3,0
2229,22500,45000,90000,0,0,1,0,0,0,1,0,850,0,57,4,4,3,4,4,1.666666667,3,4,4,4,3,4,4,4,3,0
2230,6000,12000,24000,1,0,0,0,0,0,0,1,570,0,51,5,5,4,4,5,1.5,2,4,4,5,3,4,4,4,3,0
2231,12500,25000,50000,0,0,0,1,0,1,1,0,340,0,31,4,4,5,5,5,1.166666667,4,4,4,4,5,4,5,4,3,0
2232,3500,7000,14000,0,1,0,0,0,0,0,1,300,1,50,5,5,5,5,3,1.166666667,3,4,4,4,3,4,4,5,3,1
2233,3500,7000,14000,0,1,0,0,0,0,0,1,860,0,46,4,4,4,4,4,1.5,3,3,3,4,4,4,4,4,2,0
2235,12500,25000,50000,0,0,0,1,0,1,1,0,310,1,32,3,4,3,3,3,1.5,3,3,4,3,3,2,3,3,3,0
2236,6000,12000,24000,0,0,1,0,0,0,1,0,300,0,50,5,5,5,5,5,1,5,3,4,4,4,4,4,4,4,1
2237,40000,80000,160000,0,0,0,1,0,1,1,0,520,1,35,5,5,5,5,5,1,4,3,5,5,5,5,5,5,3,0
2238,12500,25000,50000,1,0,0,0,0,0,0,1,650,0,50,4,4,4,4,4,1.166666667,2,4,2,3,3,4,4,4,4,1
2239,22500,45000,90000,0,0,0,1,0,1,1,0,350,1,41,4,4,4,3,3,1,4,3,3,4,3,3,3,4,3,1
2240,40000,80000,160000,0,0,1,0,0,0,1,0,510,1,54,5,5,5,5,4,1.166666667,3,3,4,5,3,5,5,4,3,0
2241,22500,45000,90000,0,0,1,0,0,0,1,0,590,0,57,4,4,4,5,4,1.333333333,4,3,4,4,3,4,4,4,3,1
2242,6000,12000,24000,0,0,1,0,0,0,1,0,650,1,54,4,4,4,5,4,1.166666667,3,4,3,4,5,5,5,5,3,0
2243,6000,12000,24000,1,0,0,0,0,0,0,1,870,1,61,5,5,5,5,5,1,3,3,5,5,5,5,5,5,4,1
2244,40000,80000,160000,0,0,0,1,0,1,1,0,290,1,49,3,3,4,3,4,1.333333333,3,3,3,4,4,4,3,3,4,1
2245,22500,45000,90000,0,1,0,0,0,0,0,1,400,1,58,2,3,2,3,2,1.666666667,2,3,2,5,3,4,4,3,3,0
2246,22500,45000,90000,0,0,0,1,0,1,1,0,850,1,44,4,3,4,4,3,1,4,3,3,3,3,2,3,3,3,0
2247,6000,12000,24000,0,0,0,1,0,1,1,0,200,1,47,3,4,4,4,4,2,3,3,3,3,4,4,4,4,2,1
2248,6000,12000,24000,0,1,0,0,0,0,0,1,160,1,53,4,4,4,4,3,1,4,3,3,4,4,4,3,3,4,0
2249,40000,80000,160000,0,0,0,1,0,1,1,0,320,1,45,5,5,5,4,4,1.666666667,3,2,4,4,4,4,4,5,3,1
2250,40000,80000,160000,1,0,0,0,0,0,0,1,1580,1,49,4,4,4,5,5,1.166666667,4,4,4,5,5,5,4,5,2,0
2251,22500,45000,90000,1,0,0,0,0,0,0,1,450,1,58,4,4,4,5,4,1,3,3,4,4,4,5,5,4,3,1
2252,12500,25000,50000,0,1,0,0,0,0,0,1,450,1,47,4,4,3,4,4,1.333333333,3,3,4,5,4,4,4,4,4,0
2253,40000,80000,160000,0,0,1,0,0,0,1,0,870,1,53,4,3,3,5,4,1.333333333,3,4,3,5,4,3,4,4,3,0
2254,22500,45000,90000,0,0,1,0,0,0,1,0,500,0,33,4,4,3,4,3,2,4,3,3,4,3,4,4,4,3,0
2255,22500,45000,90000,0,0,0,1,0,1,1,0,550,0,44,4,4,4,5,4,1.333333333,4,3,3,5,3,4,3,4,3,0
2256,22500,45000,90000,0,0,0,1,1,0,1,0,480,1,51,4,5,4,5,4,1.833333333,5,2,4,5,5,5,4,5,2,0
2257,22500,45000,90000,0,1,0,0,0,0,0,1,590,1,60,5,4,4,5,4,1.333333333,5,3,4,5,5,4,4,5,4,1
2258,6000,12000,24000,0,1,0,0,0,0,0,1,210,0,22,5,5,5,5,5,1.333333333,4,3,3,4,3,5,4,3,3,1
2259,3500,7000,14000,1,0,0,0,0,0,0,1,210,0,45,4,3,3,4,4,1.5,3,3,4,5,4,4,5,4,3,0
2260,12500,25000,50000,0,1,0,0,0,0,0,1,470,1,46,4,4,4,4,4,1.666666667,4,3,4,4,3,4,3,3,2,1
2261,22500,45000,90000,0,0,0,1,0,1,1,0,290,1,37,5,4,4,3,4,2,2,2,3,3,3,4,3,3,3,0
2262,3500,7000,14000,0,0,1,0,0,0,1,0,450,0,31,4,4,3,3,4,1.833333333,3,4,3,3,4,3,3,4,3,0
2263,6000,12000,24000,1,0,0,0,0,0,0,1,350,1,55,4,4,3,4,3,1,5,3,4,5,4,5,4,5,4,0
2264,12500,25000,50000,0,0,0,1,0,1,1,0,550,1,57,4,5,4,5,5,1.166666667,4,3,4,5,5,4,5,5,2,0
2265,3500,7000,14000,1,0,0,0,0,0,0,1,280,1,39,4,4,3,5,5,1.666666667,4,3,3,4,3,4,4,5,2,1
2266,22500,45000,90000,1,0,0,0,0,0,0,1,450,0,43,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,0
2267,3500,7000,14000,1,0,0,0,0,0,0,1,280,0,39,4,5,4,4,4,1.333333333,4,3,4,5,5,5,5,5,3,0
2268,22500,45000,90000,1,0,0,0,0,0,0,1,810,0,46,4,4,4,4,4,1.666666667,2,4,3,5,4,4,4,2,3,0
2269,22500,45000,90000,0,1,0,0,0,0,0,1,330,0,59,4,5,5,5,5,2,4,4,5,5,5,5,5,5,4,0
2270,12500,25000,50000,1,0,0,0,0,0,0,1,550,0,65,4,3,3,5,5,1.333333333,3,3,4,5,5,4,4,5,2,0
2271,12500,25000,50000,0,0,0,1,0,1,1,0,800,1,60,1,4,3,3,2,2,1,2,2,1,3,4,2,3,2,0
2272,12500,25000,50000,0,0,0,1,0,1,1,0,450,0,35,4,5,4,5,5,1.5,2,4,4,3,5,5,5,5,4,0
2273,6000,12000,24000,0,0,0,1,0,1,1,0,350,0,42,3,4,4,4,4,2,2,3,3,3,3,3,3,3,3,0
2274,22500,45000,90000,0,0,0,1,0,1,1,0,430,1,48,5,4,4,5,5,1.333333333,4,3,3,3,3,4,4,4,3,0
2275,6000,12000,24000,0,0,0,1,0,1,1,0,230,1,32,5,4,4,5,5,1.666666667,2,3,3,5,3,5,5,4,3,0
2276,40000,80000,160000,0,0,1,0,0,0,1,0,450,1,50,2,4,3,4,3,1,3,3,3,3,4,3,3,3,4,0
2277,22500,45000,90000,0,0,1,0,0,0,1,0,150,1,26,3,3,2,4,5,1.333333333,4,3,4,3,3,2,4,3,3,1
2278,6000,12000,24000,0,0,0,1,0,1,1,0,480,1,27,4,4,4,4,3,1.666666667,2,5,2,5,3,4,5,5,3,0
2279,3500,7000,14000,0,0,0,1,0,1,1,0,580,1,44,3,4,4,4,4,2,2,4,3,4,4,4,4,4,3,0
2280,6000,12000,24000,1,0,0,0,0,0,0,1,650,0,34,4,4,3,4,3,1.833333333,4,4,4,4,4,3,3,4,3,0
2281,3500,7000,14000,0,0,0,1,0,1,1,0,450,1,47,4,4,4,4,5,1.833333333,3,3,3,4,4,4,5,4,3,1
2282,12500,25000,50000,1,0,0,0,0,0,0,1,540,1,38,4,3,3,4,4,1.666666667,3,3,3,5,4,5,5,5,2,0
2283,22500,45000,90000,0,0,0,1,0,1,1,0,450,0,48,4,4,4,5,5,1.5,1,3,4,4,5,5,5,5,3,0
2284,6000,12000,24000,1,0,0,0,0,0,0,1,520,0,34,4,4,4,4,4,1.666666667,2,3,3,4,4,4,4,4,3,0
2285,22500,45000,90000,0,1,0,0,0,0,0,1,250,1,57,4,5,4,5,5,1,2,3,4,5,3,5,5,4,3,0
2286,40000,80000,160000,0,0,0,1,0,1,1,0,300,1,47,4,4,4,4,4,1.666666667,3,4,4,4,5,5,5,4,4,0
2287,3500,7000,14000,0,0,0,1,0,1,1,0,250,0,45,5,5,5,5,5,1.333333333,3,3,4,4,5,5,5,5,3,0
2288,12500,25000,50000,0,1,0,0,0,0,0,1,670,1,48,5,4,4,5,5,1.166666667,5,4,4,4,4,4,5,5,4,1
2289,6000,12000,24000,1,0,0,0,0,0,0,1,450,1,50,4,4,4,4,5,1.333333333,3,4,4,5,4,5,4,4,4,0
2290,3500,7000,14000,1,0,0,0,0,0,0,1,860,0,31,5,5,5,5,5,1.5,4,4,4,5,5,5,5,5,3,0
2291,3500,7000,14000,1,0,0,0,0,0,0,1,600,0,40,5,4,5,4,5,1,5,5,5,5,5,5,5,4,5,1
2292,22500,45000,90000,1,0,0,0,0,0,0,1,230,0,51,5,5,5,5,5,1.333333333,4,3,5,5,5,5,5,5,3,0
2293,40000,80000,160000,0,1,0,0,0,0,0,1,550,1,35,4,4,5,4,4,1.166666667,4,3,4,4,4,4,5,4,4,1
2294,22500,45000,90000,1,0,0,0,0,0,0,1,630,0,49,5,4,4,5,4,1.166666667,4,3,5,5,3,5,4,4,4,0
2295,22500,45000,90000,0,0,0,1,0,1,1,0,550,1,33,4,4,4,4,4,1.833333333,2,3,2,5,5,5,5,5,3,0
2296,3500,7000,14000,1,0,0,0,0,0,0,1,800,0,35,4,3,3,5,5,1.666666667,4,3,3,5,4,5,5,5,2,0
2297,12500,25000,50000,0,0,0,1,0,1,1,0,550,1,47,4,4,5,4,5,1.666666667,3,3,3,3,2,3,3,4,3,0
2298,40000,80000,160000,0,0,1,0,0,0,1,0,250,1,29,4,4,3,4,3,1.5,3,3,3,3,4,3,3,4,3,0
2299,3500,7000,14000,0,0,0,1,0,1,1,0,350,0,38,4,3,3,4,3,1.166666667,4,4,4,4,3,4,4,4,3,1
2300,3500,7000,14000,1,0,0,0,0,0,0,1,600,1,29,4,3,3,5,5,1.5,2,3,4,5,4,5,5,4,3,0
2301,12500,25000,50000,1,0,0,0,0,0,0,1,840,1,54,4,4,4,5,4,1.333333333,4,4,4,4,4,5,5,4,4,0
2302,6000,12000,24000,1,0,0,0,0,0,0,1,250,1,33,4,4,4,4,5,1.5,4,2,4,4,4,5,4,4,3,0
2303,6000,12000,24000,1,0,0,0,0,0,0,1,490,0,36,3,2,2,4,4,1.666666667,3,4,2,5,4,5,5,5,3,1
2304,12500,25000,50000,0,0,0,1,0,1,1,0,650,1,30,4,5,4,4,5,1,4,4,4,4,5,5,4,4,4,0
2305,40000,80000,160000,0,0,0,1,1,0,1,0,150,0,48,4,4,4,5,5,1.166666667,2,4,4,5,4,4,4,5,3,0
2306,12500,25000,50000,0,0,1,0,0,0,1,0,650,1,36,5,3,3,4,3,1.666666667,2,3,3,3,4,4,5,4,3,0
2307,12500,25000,50000,0,0,0,1,0,1,1,0,550,0,45,5,5,5,5,4,1,4,4,4,4,5,5,5,4,4,0
2308,40000,80000,160000,0,0,0,1,0,1,1,0,500,0,49,4,4,3,4,4,1.666666667,4,3,2,4,4,4,4,4,3,0
2309,40000,80000,160000,0,0,1,0,0,0,1,0,290,0,56,5,4,4,4,4,1.666666667,2,3,2,5,4,4,3,5,3,0
2310,12500,25000,50000,0,1,0,0,0,0,0,1,320,1,39,4,4,3,4,3,1.833333333,4,3,3,4,4,5,5,4,3,0
2311,40000,80000,160000,0,0,0,1,0,1,1,0,280,1,55,4,4,4,3,3,1.333333333,2,3,3,4,4,3,3,4,4,0
2312,22500,45000,90000,0,1,0,0,0,0,0,1,370,1,43,5,2,2,5,4,1,2,4,4,5,5,5,5,5,4,0
2313,3500,7000,14000,1,0,0,0,0,0,0,1,810,1,29,4,4,3,5,4,1.333333333,2,4,4,4,5,4,4,5,3,1
2314,22500,45000,90000,0,0,0,1,1,0,1,0,350,0,43,4,4,3,4,4,1.666666667,2,4,3,5,4,4,5,4,4,1
2315,22500,45000,90000,0,0,0,1,0,1,1,0,850,0,53,5,4,4,5,5,1.833333333,4,4,4,4,4,4,4,4,3,1
2316,40000,80000,160000,0,0,0,1,0,1,1,0,230,0,28,5,5,5,5,5,1.5,5,2,5,5,4,4,4,4,2,0
2317,3500,7000,14000,1,0,0,0,0,0,0,1,380,1,58,4,4,4,4,4,1.5,2,4,3,3,3,4,4,3,4,1
2318,6000,12000,24000,1,0,0,0,0,0,0,1,310,1,45,4,5,4,5,5,1.833333333,2,4,3,5,3,4,4,4,3,0
2319,40000,80000,160000,0,0,0,1,1,0,1,0,460,1,53,4,4,3,4,3,1.333333333,2,3,4,4,3,4,4,4,4,0
2320,12500,25000,50000,1,0,0,0,0,0,0,1,410,1,41,3,3,3,5,4,1.5,2,4,3,4,4,4,4,5,1,0
2321,3500,7000,14000,0,1,0,0,0,0,0,1,850,0,45,5,5,4,4,5,1.833333333,3,1,4,5,5,5,4,5,2,0
2322,3500,7000,14000,0,1,0,0,0,0,0,1,240,1,44,4,4,4,5,4,1.666666667,3,4,3,4,4,5,5,5,3,0
2323,3500,7000,14000,0,0,1,0,0,0,1,0,210,1,25,4,4,4,4,3,2,2,2,3,4,4,4,4,4,2,0
2324,22500,45000,90000,0,0,0,1,0,1,1,0,230,0,29,3,3,3,4,3,2,1,3,3,3,3,3,3,3,3,0
2325,40000,80000,160000,0,0,0,1,1,0,1,0,400,1,24,4,3,3,4,4,1.833333333,2,3,3,4,4,3,3,4,3,0
2326,40000,80000,160000,0,0,0,1,0,1,1,0,500,1,47,5,5,4,5,5,1.166666667,1,5,5,5,5,5,4,5,5,0
2327,3500,7000,14000,0,0,0,1,0,1,1,0,150,0,54,4,4,4,5,5,2,4,3,4,5,5,5,5,5,2,0
2328,22500,45000,90000,1,0,0,0,0,0,0,1,450,1,44,4,3,3,4,4,1.833333333,3,4,4,4,4,4,4,4,4,0
2329,22500,45000,90000,0,0,0,1,0,1,1,0,1700,1,31,4,3,2,5,5,2,2,5,4,3,3,5,5,5,3,0
2330,6000,12000,24000,0,0,1,0,0,0,1,0,550,0,60,4,3,2,3,3,1.5,3,3,3,4,4,3,3,5,2,0
2331,3500,7000,14000,0,0,1,0,0,0,1,0,160,0,43,4,5,4,4,4,1.833333333,2,4,3,4,4,4,4,4,4,0
2332,12500,25000,50000,0,1,0,0,0,0,0,1,680,0,36,3,3,4,4,3,1.333333333,3,4,4,3,4,3,2,4,4,0
2333,3500,7000,14000,0,0,0,1,0,1,1,0,480,1,34,4,3,3,5,3,1.833333333,3,3,3,5,4,5,4,4,4,0
2335,6000,12000,24000,0,0,0,1,0,1,1,0,400,0,56,4,4,4,5,5,1.666666667,3,4,4,4,4,5,5,5,3,0
2336,3500,7000,14000,1,0,0,0,0,0,0,1,230,1,42,3,3,3,4,5,1.166666667,4,3,4,4,3,3,3,4,3,1
2337,40000,80000,160000,0,0,0,1,1,0,1,0,850,1,40,4,4,3,5,4,1.333333333,4,3,4,5,5,5,5,4,1,0
2338,22500,45000,90000,0,0,0,1,0,1,1,0,350,0,34,4,4,3,4,4,2,4,3,2,3,4,4,4,4,2,0
2339,6000,12000,24000,1,0,0,0,0,0,0,1,380,0,35,3,3,3,3,3,2,3,3,3,3,4,4,4,4,3,0
2340,22500,45000,90000,0,1,0,0,0,0,0,1,380,1,39,5,5,4,4,5,1.333333333,3,3,4,5,4,5,5,5,3,1
2341,40000,80000,160000,0,0,0,1,0,1,1,0,380,1,35,3,2,4,2,3,1.5,3,2,4,3,2,3,4,3,3,0
2342,6000,12000,24000,0,0,0,1,0,1,1,0,1000,0,56,4,5,5,4,4,1.5,4,4,4,4,5,5,4,4,4,1
2343,22500,45000,90000,0,0,0,1,0,1,1,0,480,1,58,4,4,4,4,5,1.166666667,4,4,4,5,4,4,4,4,4,1
2344,22500,45000,90000,0,0,0,1,1,0,1,0,240,0,33,3,2,2,5,5,2,2,3,3,4,4,4,5,5,3,0
2345,22500,45000,90000,0,0,0,1,0,1,1,0,350,0,29,4,4,4,5,5,2,3,3,3,3,4,3,4,4,3,0
2346,3500,7000,14000,0,0,0,1,0,1,1,0,450,0,43,4,4,4,4,4,1.5,2,2,4,5,4,4,4,4,1,0
2347,40000,80000,160000,0,0,0,1,0,1,1,0,350,0,42,4,4,4,5,5,1.666666667,4,3,4,5,5,5,5,5,3,1
2348,22500,45000,90000,0,1,0,0,0,0,0,1,480,1,38,5,5,4,3,3,1.166666667,4,4,4,4,4,3,3,5,4,0
2349,6000,12000,24000,0,1,0,0,0,0,0,1,530,0,54,5,5,5,5,5,1.166666667,4,4,4,5,5,5,5,5,3,0
2350,12500,25000,50000,0,0,0,1,0,1,1,0,150,1,36,4,5,5,5,5,1,4,4,3,4,4,4,4,4,3,0
2351,6000,12000,24000,1,0,0,0,0,0,0,1,310,0,36,4,5,4,5,4,1.666666667,2,4,4,5,4,4,4,5,2,0
2352,22500,45000,90000,1,0,0,0,0,0,0,1,590,0,45,5,5,4,5,5,1.166666667,2,4,5,5,4,5,5,5,5,0
2353,3500,7000,14000,1,0,0,0,0,0,0,1,500,0,34,4,3,4,4,4,1.666666667,2,4,4,4,3,4,4,4,3,0
2354,22500,45000,90000,0,0,0,1,0,1,1,0,220,0,32,3,3,3,3,3,1.666666667,2,4,4,4,2,3,2,4,4,0
2355,6000,12000,24000,0,1,0,0,0,0,0,1,570,0,40,4,5,5,5,4,2,2,4,3,4,4,4,4,4,3,0
2356,12500,25000,50000,0,0,0,1,0,1,1,0,400,0,51,5,5,5,5,5,1.166666667,2,3,4,4,4,5,4,5,3,0
2357,12500,25000,50000,0,0,0,1,0,1,1,0,250,1,44,3,4,4,4,5,1.166666667,4,3,3,4,4,4,4,4,2,1
2358,22500,45000,90000,0,0,1,0,0,0,1,0,600,1,62,4,4,4,4,4,1.5,3,3,4,4,4,4,4,4,2,0
2359,6000,12000,24000,0,0,0,1,0,1,1,0,150,0,35,3,3,2,3,4,1.5,3,3,3,4,3,4,2,3,3,1
2360,3500,7000,14000,0,0,0,1,0,1,1,0,650,0,29,4,4,5,4,4,2,2,3,2,4,4,3,4,4,3,0
2361,12500,25000,50000,0,0,0,1,0,1,1,0,830,0,59,5,5,5,4,4,1,2,5,4,5,2,2,4,4,4,1
2362,12500,25000,50000,0,0,1,0,0,0,1,0,370,1,56,5,5,4,4,5,1.666666667,3,3,4,5,4,4,4,4,3,0
2363,12500,25000,50000,0,0,0,1,0,1,1,0,630,1,55,3,3,3,4,4,1.166666667,2,3,3,3,3,3,4,3,3,1
2364,40000,80000,160000,0,0,0,1,1,0,1,0,550,0,43,5,4,4,5,4,1,4,3,4,4,4,4,4,4,2,0
2365,6000,12000,24000,0,0,1,0,0,0,1,0,1200,1,35,4,4,4,5,5,1.333333333,3,3,4,4,3,4,4,3,4,1
2366,12500,25000,50000,0,0,0,1,0,1,1,0,560,0,39,4,5,5,5,4,1.333333333,3,4,3,5,4,4,4,5,4,1
2367,6000,12000,24000,0,0,1,0,0,0,1,0,400,0,21,5,5,3,4,3,1.166666667,4,3,4,4,3,4,5,4,2,0
2368,3500,7000,14000,1,0,0,0,0,0,0,1,490,0,29,4,4,4,4,4,1.666666667,4,3,4,4,4,4,4,4,3,0
2369,40000,80000,160000,0,0,0,1,0,1,1,0,390,1,43,4,4,3,4,4,1.166666667,3,4,4,4,4,5,4,4,4,0
2370,3500,7000,14000,0,0,0,1,0,1,1,0,420,0,38,4,4,4,5,4,2,3,3,4,5,5,5,5,5,3,0
2371,6000,12000,24000,0,0,0,1,0,1,1,0,140,1,36,4,4,5,4,5,1,3,3,4,4,4,4,4,5,4,1
2372,12500,25000,50000,0,0,0,1,1,0,1,0,380,0,28,4,4,5,4,4,1,3,4,4,4,4,5,4,5,4,0
2373,6000,12000,24000,0,0,0,1,0,1,1,0,820,0,38,3,3,4,3,4,1.5,3,3,3,3,2,3,4,4,3,0
2374,3500,7000,14000,1,0,0,0,0,0,0,1,650,1,61,5,4,4,5,4,1,4,5,4,5,5,5,5,5,4,1
2375,6000,12000,24000,1,0,0,0,0,0,0,1,1090,0,51,5,4,4,5,5,1.333333333,3,4,4,5,4,5,5,5,4,1
2376,3500,7000,14000,1,0,0,0,0,0,0,1,450,0,42,3,3,4,4,3,1,3,4,4,3,2,3,3,3,3,1
2377,3500,7000,14000,0,1,0,0,0,0,0,1,520,1,54,4,4,4,5,5,1.166666667,2,4,4,4,4,4,5,5,4,0
2378,3500,7000,14000,1,0,0,0,0,0,0,1,450,0,53,4,4,4,4,5,1.333333333,3,3,4,5,4,4,4,4,4,0
2379,6000,12000,24000,0,1,0,0,0,0,0,1,180,1,32,3,4,4,4,4,2,4,3,3,4,3,3,3,3,3,0
2380,22500,45000,90000,0,0,0,1,0,1,1,0,500,1,46,4,4,4,4,5,1.833333333,3,2,3,4,4,4,4,4,3,0
2381,3500,7000,14000,0,0,0,1,0,1,1,0,410,1,57,4,3,3,4,4,1.333333333,2,4,3,4,4,4,5,4,3,0
2382,40000,80000,160000,0,0,0,1,0,1,1,0,150,0,22,4,3,4,4,4,2,3,2,3,5,3,3,3,3,3,0
2383,3500,7000,14000,0,0,1,0,0,0,1,0,350,1,42,4,4,4,5,5,2,2,4,3,4,4,4,4,4,2,0
2384,6000,12000,24000,0,0,1,0,0,0,1,0,430,0,29,4,4,4,5,4,2,4,3,4,5,4,4,4,5,3,0
2385,6000,12000,24000,1,0,0,0,0,0,0,1,480,0,35,4,3,3,5,4,1.333333333,4,3,3,5,4,5,4,3,4,0
2386,3500,7000,14000,1,0,0,0,0,0,0,1,220,0,25,4,4,4,4,4,1.166666667,4,2,4,4,4,3,4,4,4,0
2387,3500,7000,14000,0,0,0,1,0,1,1,0,230,0,61,4,4,4,5,5,1.833333333,3,3,4,4,5,5,5,5,4,0
2388,6000,12000,24000,1,0,0,0,0,0,0,1,270,0,36,3,4,4,5,4,1.833333333,1,3,2,4,5,4,5,4,2,1
2389,12500,25000,50000,0,1,0,0,0,0,0,1,350,1,53,5,5,3,3,4,1.833333333,3,4,2,4,3,4,3,5,2,0
2390,6000,12000,24000,1,0,0,0,0,0,0,1,520,0,41,4,4,3,4,4,1.5,4,3,5,4,4,4,5,4,2,0
2391,3500,7000,14000,1,0,0,0,0,0,0,1,4440,1,42,4,5,5,4,4,1.333333333,4,4,4,4,3,3,4,5,4,0
2392,6000,12000,24000,1,0,0,0,0,0,0,1,410,1,49,4,5,5,5,5,1.5,3,4,4,5,5,5,5,5,3,0
2393,3500,7000,14000,1,0,0,0,0,0,0,1,390,0,28,5,5,4,5,5,1.166666667,5,2,5,5,4,5,3,5,5,1
2394,6000,12000,24000,0,0,0,1,0,1,1,0,450,1,44,4,3,4,5,4,1.5,3,4,3,4,3,4,4,4,3,0
2395,12500,25000,50000,0,0,1,0,0,0,1,0,240,0,50,4,4,5,5,5,1.5,4,4,4,4,5,4,3,4,4,0
2396,22500,45000,90000,0,1,0,0,0,0,0,1,250,0,36,5,5,4,5,5,1,4,3,5,5,5,5,4,5,2,1
2397,12500,25000,50000,0,1,0,0,0,0,0,1,350,1,46,4,5,4,5,5,1.833333333,4,3,4,4,4,5,5,5,1,0
2398,6000,12000,24000,0,1,0,0,0,0,0,1,230,0,26,5,2,2,2,2,1.833333333,2,5,1,5,4,5,5,5,2,0
2399,40000,80000,160000,0,0,0,1,0,1,1,0,320,0,27,5,4,5,4,4,1,4,2,4,5,4,5,5,5,4,1
2400,3500,7000,14000,1,0,0,0,0,0,0,1,850,1,31,4,4,4,4,4,1.833333333,4,4,3,5,3,3,3,3,2,0
2401,22500,45000,90000,0,1,0,0,0,0,0,1,450,0,42,4,4,4,5,5,1.666666667,4,3,4,4,4,4,5,4,4,0
2402,6000,12000,24000,0,0,0,1,0,1,1,0,800,1,45,4,4,4,3,4,2,4,4,4,4,4,4,4,4,4,1
2403,3500,7000,14000,1,0,0,0,0,0,0,1,480,1,40,4,4,4,5,4,1.166666667,3,4,4,5,4,5,5,4,3,0
2404,6000,12000,24000,1,0,0,0,0,0,0,1,390,0,42,4,4,4,5,4,2,3,3,4,4,4,4,5,5,3,0
2405,6000,12000,24000,0,1,0,0,0,0,0,1,500,1,28,5,4,3,5,4,1.666666667,5,2,4,5,2,5,5,5,4,1
2406,3500,7000,14000,0,0,0,1,0,1,1,0,230,1,41,4,4,4,3,4,2,4,3,4,4,4,4,3,3,4,1
2407,3500,7000,14000,0,1,0,0,0,0,0,1,850,1,52,4,5,4,5,5,1.333333333,2,3,3,4,4,4,5,5,2,0
