ID,down,initial,up,YY,YN,NY,NN,NNY,NNN,No,Yes,income,male,age,c_water,I_P_water,I_P_sw_water,Clean_water,Se_service,I_sw_water,Smell,F_sw_water,I_sw_water,N_sw_water,E_health,E_water,E_ecosystem,E_smell,P_sw_water,P_water
2198,13500,27000,54000,0,0,0,1,0,1,1,0,490,1,45,4,4,4,4,2,1,2,4,4,5,4,4,4,4,2,1
2199,45000,90000,180000,0,0,0,1,1,0,1,0,650,0,34,5,4,5,3,3,1.333333333,4,3,4,5,4,5,5,4,5,1
2200,4500,9000,18000,0,0,1,0,0,0,1,0,390,0,56,5,4,5,5,4,1,3,4,4,4,4,5,4,4,4,1
2201,25000,50000,100000,0,1,0,0,0,0,0,1,470,1,43,4,4,4,5,4,1.5,4,3,4,5,3,4,5,4,4,0
2202,25000,50000,100000,1,0,0,0,0,0,0,1,3000,0,34,5,3,2,4,2,1.5,1,4,1,4,3,4,4,4,3,0
2203,45000,90000,180000,0,0,1,0,0,0,1,0,600,0,45,4,3,4,4,4,1.833333333,4,3,4,3,2,4,3,3,4,0
2204,13500,27000,54000,0,0,0,1,0,1,1,0,240,1,41,4,4,4,4,3,1.166666667,4,4,3,5,4,4,3,4,4,1
2205,45000,90000,180000,1,0,0,0,0,0,0,1,270,0,52,4,4,4,5,4,2,4,3,3,5,4,4,4,5,1,0
2206,4500,9000,18000,0,0,0,1,0,1,1,0,390,0,40,3,3,3,3,3,1.333333333,3,2,3,3,3,4,3,3,3,0
2207,13500,27000,54000,0,0,0,1,0,1,1,0,390,1,39,3,4,3,3,4,1.333333333,3,3,3,3,4,3,3,4,3,0
2208,45000,90000,180000,0,0,0,1,0,1,1,0,450,0,43,4,4,4,4,3,2,4,3,4,4,3,3,3,4,3,0
2209,7500,15000,30000,1,0,0,0,0,0,0,1,500,0,56,5,5,5,5,5,1.833333333,1,4,5,5,5,5,5,5,3,0
2210,4500,9000,18000,1,0,0,0,0,0,0,1,480,0,56,5,4,4,4,4,1,4,4,4,4,4,5,3,4,4,0
2211,45000,90000,180000,0,0,1,0,0,0,1,0,300,1,44,4,4,3,4,3,2,3,3,4,4,4,4,4,4,3,1
2212,4500,9000,18000,1,0,0,0,0,0,0,1,290,1,34,3,3,4,3,3,1.666666667,3,3,3,3,3,4,3,3,3,0
2213,7500,15000,30000,1,0,0,0,0,0,0,1,350,1,46,4,5,5,5,5,1.5,4,3,4,5,4,4,3,4,4,0
2214,4500,9000,18000,1,0,0,0,0,0,0,1,350,0,36,4,4,3,4,5,1.333333333,4,4,4,4,4,3,4,3,4,1
2215,25000,50000,100000,0,1,0,0,0,0,0,1,600,0,41,4,4,4,5,4,1.666666667,3,4,4,4,4,5,4,4,3,0
2216,13500,27000,54000,0,0,0,1,0,1,1,0,650,0,46,4,4,3,5,4,1,3,3,3,4,3,4,4,3,4,0
2217,4500,9000,18000,0,0,0,1,1,0,1,0,180,1,25,4,4,4,5,5,1.5,2,4,3,5,4,4,5,5,4,1
2218,4500,9000,18000,0,0,1,0,0,0,1,0,800,0,53,3,3,3,5,4,2,3,3,3,3,4,4,4,4,3,0
2219,4500,9000,18000,0,0,0,1,0,1,1,0,800,0,44,4,3,4,3,4,1.833333333,4,3,4,4,4,4,4,4,4,0
2220,13500,27000,54000,0,0,0,1,0,1,1,0,330,1,38,4,3,3,5,4,1.5,4,4,3,4,4,4,4,4,3,0
2221,45000,90000,180000,0,0,0,1,1,0,1,0,520,1,29,5,4,5,5,4,1.666666667,4,2,4,4,4,5,4,4,4,0
2222,45000,90000,180000,1,0,0,0,0,0,0,1,800,0,51,4,5,5,5,5,1.5,3,4,3,5,5,5,5,5,5,0
2223,7500,15000,30000,0,1,0,0,0,0,0,1,450,1,53,5,5,3,4,2,1.333333333,4,4,4,5,2,5,4,5,2,1
2224,4500,9000,18000,1,0,0,0,0,0,0,1,570,0,47,3,3,3,3,3,2,2,4,3,4,3,3,3,3,3,0
2225,4500,9000,18000,0,1,0,0,0,0,0,1,470,1,40,4,4,4,3,3,1.333333333,4,4,4,4,4,3,4,5,4,1
2226,4500,9000,18000,0,1,0,0,0,0,0,1,300,0,45,4,4,4,5,4,1.333333333,1,4,3,5,3,4,4,4,3,0
2227,45000,90000,180000,0,0,0,1,1,0,1,0,650,1,48,5,4,3,4,3,1,4,3,3,3,3,3,3,4,2,0
2228,25000,50000,100000,0,0,1,0,0,0,1,0,670,1,27,4,4,4,4,3,1.5,3,4,4,4,3,3,4,4,3,0
2229,45000,90000,180000,0,0,1,0,0,0,1,0,850,0,57,4,4,3,4,4,1.666666667,3,4,4,4,3,4,4,4,3,0
2230,7500,15000,30000,1,0,0,0,0,0,0,1,570,0,51,5,5,4,4,5,1.5,2,4,4,5,3,4,4,4,3,0
2231,13500,27000,54000,0,0,0,1,0,1,1,0,340,0,31,4,4,5,5,5,1.166666667,4,4,4,4,5,4,5,4,3,0
2232,25000,50000,100000,0,0,0,1,1,0,1,0,300,1,50,5,5,5,5,3,1.166666667,3,4,4,4,3,4,4,5,3,1
2233,45000,90000,180000,0,1,0,0,0,0,0,1,860,0,46,4,4,4,4,4,1.5,3,3,3,4,4,4,4,4,2,0
2235,4500,9000,18000,0,0,0,1,0,1,1,0,310,1,32,3,4,3,3,3,1.5,3,3,4,3,3,2,3,3,3,0
2236,25000,50000,100000,1,0,0,0,0,0,0,1,300,0,50,5,5,5,5,5,1,5,3,4,4,4,4,4,4,4,1
2237,45000,90000,180000,0,0,0,1,0,1,1,0,520,1,35,5,5,5,5,5,1,4,3,5,5,5,5,5,5,3,0
2238,4500,9000,18000,1,0,0,0,0,0,0,1,650,0,50,4,4,4,4,4,1.166666667,2,4,2,3,3,4,4,4,4,1
2239,13500,27000,54000,0,0,0,1,0,1,1,0,350,1,41,4,4,4,3,3,1,4,3,3,4,3,3,3,4,3,1
2240,45000,90000,180000,0,0,1,0,0,0,1,0,510,1,54,5,5,5,5,4,1.166666667,3,3,4,5,3,5,5,4,3,0
2241,13500,27000,54000,0,1,0,0,0,0,0,1,590,0,57,4,4,4,5,4,1.333333333,4,3,4,4,3,4,4,4,3,1
2242,4500,9000,18000,1,0,0,0,0,0,0,1,650,1,54,4,4,4,5,4,1.166666667,3,4,3,4,5,5,5,5,3,0
2243,4500,9000,18000,0,1,0,0,0,0,0,1,870,1,61,5,5,5,5,5,1,3,3,5,5,5,5,5,5,4,1
2244,7500,15000,30000,0,1,0,0,0,0,0,1,290,1,49,3,3,4,3,4,1.333333333,3,3,3,4,4,4,3,3,4,1
2245,4500,9000,18000,1,0,0,0,0,0,0,1,400,1,58,2,3,2,3,2,1.666666667,2,3,2,5,3,4,4,3,3,0
2246,7500,15000,30000,1,0,0,0,0,0,0,1,850,1,44,4,3,4,4,3,1,4,3,3,3,3,2,3,3,3,0
2247,45000,90000,180000,0,0,0,1,0,1,1,0,200,1,47,3,4,4,4,4,2,3,3,3,3,4,4,4,4,2,1
2248,7500,15000,30000,1,0,0,0,0,0,0,1,160,1,53,4,4,4,4,3,1,4,3,3,4,4,4,3,3,4,0
2249,45000,90000,180000,0,0,0,1,0,1,1,0,320,1,45,5,5,5,4,4,1.666666667,3,2,4,4,4,4,4,5,3,1
2250,45000,90000,180000,1,0,0,0,0,0,0,1,1580,1,49,4,4,4,5,5,1.166666667,4,4,4,5,5,5,4,5,2,0
2251,4500,9000,18000,1,0,0,0,0,0,0,1,450,1,58,4,4,4,5,4,1,3,3,4,4,4,5,5,4,3,1
2252,4500,9000,18000,1,0,0,0,0,0,0,1,450,1,47,4,4,3,4,4,1.333333333,3,3,4,5,4,4,4,4,4,0
2253,7500,15000,30000,0,0,1,0,0,0,1,0,870,1,53,4,3,3,5,4,1.333333333,3,4,3,5,4,3,4,4,3,0
2254,4500,9000,18000,1,0,0,0,0,0,0,1,500,0,33,4,4,3,4,3,2,4,3,3,4,3,4,4,4,3,0
2255,7500,15000,30000,0,0,0,1,0,1,1,0,550,0,44,4,4,4,5,4,1.333333333,4,3,3,5,3,4,3,4,3,0
2256,7500,15000,30000,0,0,1,0,0,0,1,0,480,1,51,4,5,4,5,4,1.833333333,5,2,4,5,5,5,4,5,2,0
2257,25000,50000,100000,0,1,0,0,0,0,0,1,590,1,60,5,4,4,5,4,1.333333333,5,3,4,5,5,4,4,5,4,1
2258,13500,27000,54000,0,0,1,0,0,0,1,0,210,0,22,5,5,5,5,5,1.333333333,4,3,3,4,3,5,4,3,3,1
2259,13500,27000,54000,1,0,0,0,0,0,0,1,210,0,45,4,3,3,4,4,1.5,3,3,4,5,4,4,5,4,3,0
2260,4500,9000,18000,1,0,0,0,0,0,0,1,470,1,46,4,4,4,4,4,1.666666667,4,3,4,4,3,4,3,3,2,1
2261,45000,90000,180000,0,0,0,1,0,1,1,0,290,1,37,5,4,4,3,4,2,2,2,3,3,3,4,3,3,3,0
2262,13500,27000,54000,0,1,0,0,0,0,0,1,450,0,31,4,4,3,3,4,1.833333333,3,4,3,3,4,3,3,4,3,0
2263,13500,27000,54000,1,0,0,0,0,0,0,1,350,1,55,4,4,3,4,3,1,5,3,4,5,4,5,4,5,4,0
2264,4500,9000,18000,0,0,0,1,0,1,1,0,550,1,57,4,5,4,5,5,1.166666667,4,3,4,5,5,4,5,5,2,0
2265,45000,90000,180000,0,1,0,0,0,0,0,1,280,1,39,4,4,3,5,5,1.666666667,4,3,3,4,3,4,4,5,2,1
2266,4500,9000,18000,1,0,0,0,0,0,0,1,450,0,43,4,4,4,4,4,2,3,3,3,4,4,4,4,4,4,0
2267,4500,9000,18000,1,0,0,0,0,0,0,1,280,0,39,4,5,4,4,4,1.333333333,4,3,4,5,5,5,5,5,3,0
2268,45000,90000,180000,1,0,0,0,0,0,0,1,810,0,46,4,4,4,4,4,1.666666667,2,4,3,5,4,4,4,2,3,0
2269,45000,90000,180000,0,1,0,0,0,0,0,1,330,0,59,4,5,5,5,5,2,4,4,5,5,5,5,5,5,4,0
2270,25000,50000,100000,1,0,0,0,0,0,0,1,550,0,65,4,3,3,5,5,1.333333333,3,3,4,5,5,4,4,5,2,0
2271,4500,9000,18000,0,0,0,1,0,1,1,0,800,1,60,1,4,3,3,2,2,1,2,2,1,3,4,2,3,2,0
2272,25000,50000,100000,0,1,0,0,0,0,0,1,450,0,35,4,5,4,5,5,1.5,2,4,4,3,5,5,5,5,4,0
2273,45000,90000,180000,0,0,0,1,0,1,1,0,350,0,42,3,4,4,4,4,2,2,3,3,3,3,3,3,3,3,0
2274,4500,9000,18000,0,0,1,0,0,0,1,0,430,1,48,5,4,4,5,5,1.333333333,4,3,3,3,3,4,4,4,3,0
2275,45000,90000,180000,0,0,0,1,0,1,1,0,230,1,32,5,4,4,5,5,1.666666667,2,3,3,5,3,5,5,4,3,0
2276,4500,9000,18000,0,1,0,0,0,0,0,1,450,1,50,2,4,3,4,3,1,3,3,3,3,4,3,3,3,4,0
2277,25000,50000,100000,1,0,0,0,0,0,0,1,150,1,26,3,3,2,4,5,1.333333333,4,3,4,3,3,2,4,3,3,1
2278,4500,9000,18000,0,0,0,1,0,1,1,0,480,1,27,4,4,4,4,3,1.666666667,2,5,2,5,3,4,5,5,3,0
2279,25000,50000,100000,0,0,0,1,0,1,1,0,580,1,44,3,4,4,4,4,2,2,4,3,4,4,4,4,4,3,0
2280,7500,15000,30000,0,0,1,0,0,0,1,0,650,0,34,4,4,3,4,3,1.833333333,4,4,4,4,4,3,3,4,3,0
2281,13500,27000,54000,0,0,0,1,0,1,1,0,450,1,47,4,4,4,4,5,1.833333333,3,3,3,4,4,4,5,4,3,1
2282,13500,27000,54000,1,0,0,0,0,0,0,1,540,1,38,4,3,3,4,4,1.666666667,3,3,3,5,4,5,5,5,2,0
2283,45000,90000,180000,0,0,0,1,0,1,1,0,450,0,48,4,4,4,5,5,1.5,1,3,4,4,5,5,5,5,3,0
2284,45000,90000,180000,0,1,0,0,0,0,0,1,520,0,34,4,4,4,4,4,1.666666667,2,3,3,4,4,4,4,4,3,0
2285,45000,90000,180000,0,1,0,0,0,0,0,1,250,1,57,4,5,4,5,5,1,2,3,4,5,3,5,5,4,3,0
2286,45000,90000,180000,0,1,0,0,0,0,0,1,300,1,47,4,4,4,4,4,1.666666667,3,4,4,4,5,5,5,4,4,0
2287,4500,9000,18000,0,0,0,1,0,1,1,0,250,0,45,5,5,5,5,5,1.333333333,3,3,4,4,5,5,5,5,3,0
2288,13500,27000,54000,0,1,0,0,0,0,0,1,670,1,48,5,4,4,5,5,1.166666667,5,4,4,4,4,4,5,5,4,1
2289,13500,27000,54000,1,0,0,0,0,0,0,1,450,1,50,4,4,4,4,5,1.333333333,3,4,4,5,4,5,4,4,4,0
2290,4500,9000,18000,1,0,0,0,0,0,0,1,860,0,31,5,5,5,5,5,1.5,4,4,4,5,5,5,5,5,3,0
2291,13500,27000,54000,0,1,0,0,0,0,0,1,600,0,40,5,4,5,4,5,1,5,5,5,5,5,5,5,4,5,1
2292,45000,90000,180000,0,1,0,0,0,0,0,1,230,0,51,5,5,5,5,5,1.333333333,4,3,5,5,5,5,5,5,3,0
2293,45000,90000,180000,1,0,0,0,0,0,0,1,550,1,35,4,4,5,4,4,1.166666667,4,3,4,4,4,4,5,4,4,1
2294,4500,9000,18000,1,0,0,0,0,0,0,1,630,0,49,5,4,4,5,4,1.166666667,4,3,5,5,3,5,4,4,4,0
2295,45000,90000,180000,0,0,0,1,0,1,1,0,550,1,33,4,4,4,4,4,1.833333333,2,3,2,5,5,5,5,5,3,0
2296,25000,50000,100000,0,0,0,1,1,0,1,0,800,0,35,4,3,3,5,5,1.666666667,4,3,3,5,4,5,5,5,2,0
2297,4500,9000,18000,0,0,0,1,0,1,1,0,550,1,47,4,4,5,4,5,1.666666667,3,3,3,3,2,3,3,4,3,0
2298,13500,27000,54000,0,1,0,0,0,0,0,1,250,1,29,4,4,3,4,3,1.5,3,3,3,3,4,3,3,4,3,0
2299,45000,90000,180000,0,0,0,1,1,0,1,0,350,0,38,4,3,3,4,3,1.166666667,4,4,4,4,3,4,4,4,3,1
2300,13500,27000,54000,1,0,0,0,0,0,0,1,600,1,29,4,3,3,5,5,1.5,2,3,4,5,4,5,5,4,3,0
2301,45000,90000,180000,0,0,0,1,0,1,1,0,840,1,54,4,4,4,5,4,1.333333333,4,4,4,4,4,5,5,4,4,0
2302,13500,27000,54000,0,0,1,0,0,0,1,0,250,1,33,4,4,4,4,5,1.5,4,2,4,4,4,5,4,4,3,0
2303,25000,50000,100000,0,0,1,0,0,0,1,0,490,0,36,3,2,2,4,4,1.666666667,3,4,2,5,4,5,5,5,3,1
2304,7500,15000,30000,0,0,0,1,0,1,1,0,650,1,30,4,5,4,4,5,1,4,4,4,4,5,5,4,4,4,0
2305,45000,90000,180000,0,0,0,1,1,0,1,0,150,0,48,4,4,4,5,5,1.166666667,2,4,4,5,4,4,4,5,3,0
2306,45000,90000,180000,0,0,0,1,0,1,1,0,650,1,36,5,3,3,4,3,1.666666667,2,3,3,3,4,4,5,4,3,0
2307,13500,27000,54000,0,0,0,1,0,1,1,0,550,0,45,5,5,5,5,4,1,4,4,4,4,5,5,5,4,4,0
2308,25000,50000,100000,1,0,0,0,0,0,0,1,500,0,49,4,4,3,4,4,1.666666667,4,3,2,4,4,4,4,4,3,0
2309,13500,27000,54000,0,1,0,0,0,0,0,1,290,0,56,5,4,4,4,4,1.666666667,2,3,2,5,4,4,3,5,3,0
2310,7500,15000,30000,0,1,0,0,0,0,0,1,320,1,39,4,4,3,4,3,1.833333333,4,3,3,4,4,5,5,4,3,0
2311,25000,50000,100000,0,0,0,1,0,1,1,0,280,1,55,4,4,4,3,3,1.333333333,2,3,3,4,4,3,3,4,4,0
2312,25000,50000,100000,0,1,0,0,0,0,0,1,370,1,43,5,2,2,5,4,1,2,4,4,5,5,5,5,5,4,0
2313,45000,90000,180000,0,0,1,0,0,0,1,0,810,1,29,4,4,3,5,4,1.333333333,2,4,4,4,5,4,4,5,3,1
2314,13500,27000,54000,0,0,1,0,0,0,1,0,350,0,43,4,4,3,4,4,1.666666667,2,4,3,5,4,4,5,4,4,1
2315,7500,15000,30000,0,0,0,1,0,1,1,0,850,0,53,5,4,4,5,5,1.833333333,4,4,4,4,4,4,4,4,3,1
2316,25000,50000,100000,0,0,0,1,0,1,1,0,230,0,28,5,5,5,5,5,1.5,5,2,5,5,4,4,4,4,2,0
2317,13500,27000,54000,0,1,0,0,0,0,0,1,380,1,58,4,4,4,4,4,1.5,2,4,3,3,3,4,4,3,4,1
2318,25000,50000,100000,0,1,0,0,0,0,0,1,310,1,45,4,5,4,5,5,1.833333333,2,4,3,5,3,4,4,4,3,0
2319,4500,9000,18000,0,1,0,0,0,0,0,1,460,1,53,4,4,3,4,3,1.333333333,2,3,4,4,3,4,4,4,4,0
2320,45000,90000,180000,0,1,0,0,0,0,0,1,410,1,41,3,3,3,5,4,1.5,2,4,3,4,4,4,4,5,1,0
2321,7500,15000,30000,0,0,1,0,0,0,1,0,850,0,45,5,5,4,4,5,1.833333333,3,1,4,5,5,5,4,5,2,0
2322,25000,50000,100000,0,0,0,1,1,0,1,0,240,1,44,4,4,4,5,4,1.666666667,3,4,3,4,4,5,5,5,3,0
2323,45000,90000,180000,0,0,1,0,0,0,1,0,210,1,25,4,4,4,4,3,2,2,2,3,4,4,4,4,4,2,0
2324,25000,50000,100000,0,0,0,1,0,1,1,0,230,0,29,3,3,3,4,3,2,1,3,3,3,3,3,3,3,3,0
2325,25000,50000,100000,0,0,0,1,0,1,1,0,400,1,24,4,3,3,4,4,1.833333333,2,3,3,4,4,3,3,4,3,0
2326,7500,15000,30000,1,0,0,0,0,0,0,1,500,1,47,5,5,4,5,5,1.166666667,1,5,5,5,5,5,4,5,5,0
2327,4500,9000,18000,0,0,1,0,0,0,1,0,150,0,54,4,4,4,5,5,2,4,3,4,5,5,5,5,5,2,0
2328,25000,50000,100000,1,0,0,0,0,0,0,1,450,1,44,4,3,3,4,4,1.833333333,3,4,4,4,4,4,4,4,4,0
2329,25000,50000,100000,0,0,0,1,1,0,1,0,1700,1,31,4,3,2,5,5,2,2,5,4,3,3,5,5,5,3,0
2330,7500,15000,30000,0,0,1,0,0,0,1,0,550,0,60,4,3,2,3,3,1.5,3,3,3,4,4,3,3,5,2,0
2331,7500,15000,30000,0,0,0,1,0,1,1,0,160,0,43,4,5,4,4,4,1.833333333,2,4,3,4,4,4,4,4,4,0
2332,13500,27000,54000,1,0,0,0,0,0,0,1,680,0,36,3,3,4,4,3,1.333333333,3,4,4,3,4,3,2,4,4,0
2333,7500,15000,30000,0,0,0,1,0,1,1,0,480,1,34,4,3,3,5,3,1.833333333,3,3,3,5,4,5,4,4,4,0
2335,7500,15000,30000,0,0,0,1,0,1,1,0,400,0,56,4,4,4,5,5,1.666666667,3,4,4,4,4,5,5,5,3,0
2336,25000,50000,100000,0,1,0,0,0,0,0,1,230,1,42,3,3,3,4,5,1.166666667,4,3,4,4,3,3,3,4,3,1
2337,13500,27000,54000,0,1,0,0,0,0,0,1,850,1,40,4,4,3,5,4,1.333333333,4,3,4,5,5,5,5,4,1,0
2338,25000,50000,100000,0,0,0,1,0,1,1,0,350,0,34,4,4,3,4,4,2,4,3,2,3,4,4,4,4,2,0
2339,4500,9000,18000,1,0,0,0,0,0,0,1,380,0,35,3,3,3,3,3,2,3,3,3,3,4,4,4,4,3,0
2340,45000,90000,180000,0,1,0,0,0,0,0,1,380,1,39,5,5,4,4,5,1.333333333,3,3,4,5,4,5,5,5,3,1
2341,4500,9000,18000,0,0,0,1,0,1,1,0,380,1,35,3,2,4,2,3,1.5,3,2,4,3,2,3,4,3,3,0
2342,13500,27000,54000,0,0,1,0,0,0,1,0,1000,0,56,4,5,5,4,4,1.5,4,4,4,4,5,5,4,4,4,1
2343,7500,15000,30000,0,0,0,1,1,0,1,0,480,1,58,4,4,4,4,5,1.166666667,4,4,4,5,4,4,4,4,4,1
2344,45000,90000,180000,0,0,0,1,1,0,1,0,240,0,33,3,2,2,5,5,2,2,3,3,4,4,4,5,5,3,0
2345,45000,90000,180000,0,0,0,1,0,1,1,0,350,0,29,4,4,4,5,5,2,3,3,3,3,4,3,4,4,3,0
2346,4500,9000,18000,0,0,0,1,0,1,1,0,450,0,43,4,4,4,4,4,1.5,2,2,4,5,4,4,4,4,1,0
2347,7500,15000,30000,0,1,0,0,0,0,0,1,350,0,42,4,4,4,5,5,1.666666667,4,3,4,5,5,5,5,5,3,1
2348,4500,9000,18000,1,0,0,0,0,0,0,1,480,1,38,5,5,4,3,3,1.166666667,4,4,4,4,4,3,3,5,4,0
2349,13500,27000,54000,0,0,0,1,0,1,1,0,530,0,54,5,5,5,5,5,1.166666667,4,4,4,5,5,5,5,5,3,0
2350,4500,9000,18000,0,0,0,1,0,1,1,0,150,1,36,4,5,5,5,5,1,4,4,3,4,4,4,4,4,3,0
2351,25000,50000,100000,1,0,0,0,0,0,0,1,310,0,36,4,5,4,5,4,1.666666667,2,4,4,5,4,4,4,5,2,0
2352,25000,50000,100000,1,0,0,0,0,0,0,1,590,0,45,5,5,4,5,5,1.166666667,2,4,5,5,4,5,5,5,5,0
2353,7500,15000,30000,0,1,0,0,0,0,0,1,500,0,34,4,3,4,4,4,1.666666667,2,4,4,4,3,4,4,4,3,0
2354,25000,50000,100000,0,0,0,1,0,1,1,0,220,0,32,3,3,3,3,3,1.666666667,2,4,4,4,2,3,2,4,4,0
2355,13500,27000,54000,0,0,1,0,0,0,1,0,570,0,40,4,5,5,5,4,2,2,4,3,4,4,4,4,4,3,0
2356,13500,27000,54000,0,0,0,1,0,1,1,0,400,0,51,5,5,5,5,5,1.166666667,2,3,4,4,4,5,4,5,3,0
2357,7500,15000,30000,0,0,0,1,0,1,1,0,250,1,44,3,4,4,4,5,1.166666667,4,3,3,4,4,4,4,4,2,1
2358,13500,27000,54000,0,0,1,0,0,0,1,0,600,1,62,4,4,4,4,4,1.5,3,3,4,4,4,4,4,4,2,0
2359,45000,90000,180000,1,0,0,0,0,0,0,1,150,0,35,3,3,2,3,4,1.5,3,3,3,4,3,4,2,3,3,1
2360,25000,50000,100000,0,0,0,1,0,1,1,0,650,0,29,4,4,5,4,4,2,2,3,2,4,4,3,4,4,3,0
2361,13500,27000,54000,0,0,0,1,0,1,1,0,830,0,59,5,5,5,4,4,1,2,5,4,5,2,2,4,4,4,1
2362,4500,9000,18000,0,0,1,0,0,0,1,0,370,1,56,5,5,4,4,5,1.666666667,3,3,4,5,4,4,4,4,3,0
2363,4500,9000,18000,1,0,0,0,0,0,0,1,630,1,55,3,3,3,4,4,1.166666667,2,3,3,3,3,3,4,3,3,1
2364,7500,15000,30000,0,0,0,1,1,0,1,0,550,0,43,5,4,4,5,4,1,4,3,4,4,4,4,4,4,2,0
2365,45000,90000,180000,0,0,0,1,0,1,1,0,1200,1,35,4,4,4,5,5,1.333333333,3,3,4,4,3,4,4,3,4,1
2366,7500,15000,30000,0,0,0,1,0,1,1,0,560,0,39,4,5,5,5,4,1.333333333,3,4,3,5,4,4,4,5,4,1
2367,13500,27000,54000,0,0,0,1,1,0,1,0,400,0,21,5,5,3,4,3,1.166666667,4,3,4,4,3,4,5,4,2,0
2368,45000,90000,180000,0,1,0,0,0,0,0,1,490,0,29,4,4,4,4,4,1.666666667,4,3,4,4,4,4,4,4,3,0
2369,7500,15000,30000,0,0,0,1,0,1,1,0,390,1,43,4,4,3,4,4,1.166666667,3,4,4,4,4,5,4,4,4,0
2370,4500,9000,18000,0,0,0,1,0,1,1,0,420,0,38,4,4,4,5,4,2,3,3,4,5,5,5,5,5,3,0
2371,7500,15000,30000,0,0,0,1,0,1,1,0,140,1,36,4,4,5,4,5,1,3,3,4,4,4,4,4,5,4,1
2372,13500,27000,54000,0,0,0,1,0,1,1,0,380,0,28,4,4,5,4,4,1,3,4,4,4,4,5,4,5,4,0
2373,45000,90000,180000,0,1,0,0,0,0,0,1,820,0,38,3,3,4,3,4,1.5,3,3,3,3,2,3,4,4,3,0
2374,7500,15000,30000,0,1,0,0,0,0,0,1,650,1,61,5,4,4,5,4,1,4,5,4,5,5,5,5,5,4,1
2375,7500,15000,30000,1,0,0,0,0,0,0,1,1090,0,51,5,4,4,5,5,1.333333333,3,4,4,5,4,5,5,5,4,1
2376,25000,50000,100000,1,0,0,0,0,0,0,1,450,0,42,3,3,4,4,3,1,3,4,4,3,2,3,3,3,3,1
2377,4500,9000,18000,0,1,0,0,0,0,0,1,520,1,54,4,4,4,5,5,1.166666667,2,4,4,4,4,4,5,5,4,0
2378,25000,50000,100000,1,0,0,0,0,0,0,1,450,0,53,4,4,4,4,5,1.333333333,3,3,4,5,4,4,4,4,4,0
2379,7500,15000,30000,1,0,0,0,0,0,0,1,180,1,32,3,4,4,4,4,2,4,3,3,4,3,3,3,3,3,0
2380,7500,15000,30000,0,0,1,0,0,0,1,0,500,1,46,4,4,4,4,5,1.833333333,3,2,3,4,4,4,4,4,3,0
2381,4500,9000,18000,0,0,0,1,0,1,1,0,410,1,57,4,3,3,4,4,1.333333333,2,4,3,4,4,4,5,4,3,0
2382,45000,90000,180000,0,0,0,1,0,1,1,0,150,0,22,4,3,4,4,4,2,3,2,3,5,3,3,3,3,3,0
2383,4500,9000,18000,1,0,0,0,0,0,0,1,350,1,42,4,4,4,5,5,2,2,4,3,4,4,4,4,4,2,0
2384,7500,15000,30000,0,0,0,1,0,1,1,0,430,0,29,4,4,4,5,4,2,4,3,4,5,4,4,4,5,3,0
2385,4500,9000,18000,1,0,0,0,0,0,0,1,480,0,35,4,3,3,5,4,1.333333333,4,3,3,5,4,5,4,3,4,0
2386,4500,9000,18000,1,0,0,0,0,0,0,1,220,0,25,4,4,4,4,4,1.166666667,4,2,4,4,4,3,4,4,4,0
2387,25000,50000,100000,0,0,0,1,0,1,1,0,230,0,61,4,4,4,5,5,1.833333333,3,3,4,4,5,5,5,5,4,0
2388,45000,90000,180000,1,0,0,0,0,0,0,1,270,0,36,3,4,4,5,4,1.833333333,1,3,2,4,5,4,5,4,2,1
2389,7500,15000,30000,0,1,0,0,0,0,0,1,350,1,53,5,5,3,3,4,1.833333333,3,4,2,4,3,4,3,5,2,0
2390,4500,9000,18000,1,0,0,0,0,0,0,1,520,0,41,4,4,3,4,4,1.5,4,3,5,4,4,4,5,4,2,0
2391,7500,15000,30000,0,0,0,1,1,0,1,0,4440,1,42,4,5,5,4,4,1.333333333,4,4,4,4,3,3,4,5,4,0
2392,7500,15000,30000,0,1,0,0,0,0,0,1,410,1,49,4,5,5,5,5,1.5,3,4,4,5,5,5,5,5,3,0
2393,45000,90000,180000,1,0,0,0,0,0,0,1,390,0,28,5,5,4,5,5,1.166666667,5,2,5,5,4,5,3,5,5,1
2394,13500,27000,54000,0,0,0,1,0,1,1,0,450,1,44,4,3,4,5,4,1.5,3,4,3,4,3,4,4,4,3,0
2395,25000,50000,100000,1,0,0,0,0,0,0,1,240,0,50,4,4,5,5,5,1.5,4,4,4,4,5,4,3,4,4,0
2396,4500,9000,18000,1,0,0,0,0,0,0,1,250,0,36,5,5,4,5,5,1,4,3,5,5,5,5,4,5,2,1
2397,13500,27000,54000,0,1,0,0,0,0,0,1,350,1,46,4,5,4,5,5,1.833333333,4,3,4,4,4,5,5,5,1,0
2398,7500,15000,30000,0,0,1,0,0,0,1,0,230,0,26,5,2,2,2,2,1.833333333,2,5,1,5,4,5,5,5,2,0
2399,45000,90000,180000,0,0,0,1,1,0,1,0,320,0,27,5,4,5,4,4,1,4,2,4,5,4,5,5,5,4,1
2400,7500,15000,30000,1,0,0,0,0,0,0,1,850,1,31,4,4,4,4,4,1.833333333,4,4,3,5,3,3,3,3,2,0
2401,4500,9000,18000,0,1,0,0,0,0,0,1,450,0,42,4,4,4,5,5,1.666666667,4,3,4,4,4,4,5,4,4,0
